"papel","cotacao","pl","pvp","psr","div_yield","p_ativo","p_cap_giro","p_ebit","p_ativ_circ_liq","ev_ebit","mrg_ebit","mrg_liq","liq_corr","roic","roe","liq_2meses","patrim_liq","div_brut_patrim","cresc_rec_5a","setor","subsetor","empresa","tipo"
"PRBC4","14,50","8,82","0,95","0,000","30,42%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,73%","137.214,00","1.262.190.000,00","0,00","2,40%","Financeiros","Bancos","Parana PN N1","PN N1"
"CZRS4","2,49","8,89","0,30","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,34%","0,00","1.145.670.000,00","0,00","14,44%","Financeiros","Bancos","Cruzeiro Sul PN","PN"
"PTBL4","2,59","8,91","1,47","0,405","0,00%","0,327","3,87","3,86","-0,96","8,09","10,51%","4,55%","1,24","10,16%","16,49%","0,00","279.174.000,00","1,96","7,12%","Construção e Engenharia","Materiais de Construção","PORTOBELLO S/A PN","PN"
"VIVO3","65,79","8,99","2,69","1,366","0,00%","1,175","-29,21","6,21","-4,74","6,65","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%","Telefonia Móvel","Telefonia Móvel","VIVO PARTICIPAÇÕES ON","ON"
"CNFB4","5,99","9,01","1,57","1,511","0,00%","0,872","3,47","8,27","53,95","10,05","18,27%","16,77%","2,20","12,01%","17,39%","0,00","1.552.470.000,00","0,47","-10,61%","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","CONFAB PN N1","PN N1"
"BRGE6","6,60","9,07","0,46","18,301","9,08%","0,151","0,81","-1,05","2,01","2,25","-1.745,69%","317,31%","1,47","-27,40%","5,03%","28,70","1.065.250.000,00","0,00","-1,22%","Financeiros","Bancos","CONSORCIO ALFA PNB","PNB"
"AFLU3","5,20","9,11","2,36","2,957","11,11%","1,995","13,59","8,54","18,41","7,65","34,64%","32,47%","2,28","33,49%","25,87%","3.032,80","41.526.000,00","0,00","8,25%","Energia Elétrica","Energia Elétrica","AFLUENTE ON","ON"
"GEPA4","43,20","9,17","2,03","2,826","10,17%","1,030","-38,54","5,71","-3,17","6,65","49,50%","30,80%","0,86","22,91%","22,13%","37.964,90","2.009.910.000,00","0,57","5,51%","Energia Elétrica","Energia Elétrica","DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA PN","PN"
"EMAE4","8,95","9,22","0,45","1,594","5,00%","0,297","2,31","77,53","-2,20","74,50","2,06%","17,29%","2,54","0,42%","4,93%","30.972,40","727.558.000,00","0,12","5,06%","Energia Elétrica","Energia Elétrica","EMAE PN","PN"
"MRSL4","3,05","9,48","0,91","0,816","0,00%","0,609","2,19","15,08","5,80","16,51","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%","Tecidos, Vestuário e Calçados","Vestuário","MARISOL PN","PN"
"QGEP3","7,80","9,51","0,73","4,785","1,92%","0,577","1,69","13,46","2,94","7,51","35,54%","50,30%","6,54","6,73%","7,65%","4.110.810,00","2.848.570.000,00","0,12","-1,79%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","QGEP PART ON NM","ON NM"
"CTSA8","1,00","9,73","0,16","0,098","0,00%","0,084","1,46","1,47","-1,53","7,35","6,65%","1,00%","1,16","6,12%","1,61%","0,00","250.886.000,00","0,65","-0,56%","Tecidos, Vestuário e Calçados","Fios e Tecidos","SANTANENSE PND","PND"
"CTWR3","100,00","9,76","56,77","0,317","0,00%","1,141","3,79","-10,64","-142,17","-8,91","-2,98%","3,25%","1,45","-21,86%","581,91%","0,00","879.000,00","5,52","4,94%","Hoteis e Restaurantes","Hotelaria","BLUE TREE HOTELS ON","ON"
"VIVO4","71,80","9,81","2,93","1,491","0,00%","1,282","-31,87","6,78","-5,17","7,22","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%","Telefonia Móvel","Telefonia Móvel","VIVO PARTICIPAÇÕES PN","PN"
"ITSA3","10,80","9,94","1,63","17,195","5,38%","1,321","18,29","580,69","-56,80","585,99","2,96%","173,80%","2,66","0,24%","16,36%","1.007.830,00","49.653.000.000,00","0,09","-3,96%","Financeiros","Bancos","ITAÚSA ON N1","ON N1"
"COCE3","50,00","9,99","1,59","0,900","3,98%","0,769","-39,47","7,65","-3,67","9,41","11,77%","9,01%","0,94","11,45%","15,90%","3.047,89","2.450.780.000,00","0,41","11,49%","Energia Elétrica","Energia Elétrica","CIA ENERG CEARA - COELCE ON","ON"
"EKTR3","19,99","10,05","1,91","0,789","11,86%","0,606","20,25","5,79","-1,99","8,70","13,62%","7,85%","1,09","12,70%","18,99%","304,61","2.029.350.000,00","1,30","9,76%","Energia Elétrica","Energia Elétrica","ELEKTRO ELETRICIDADE E SERVIÇOS S.A. ON","ON"
"EKTR4","20,28","10,20","1,94","0,800","12,86%","0,615","20,55","5,88","-2,02","8,78","13,62%","7,85%","1,09","12,70%","18,99%","17.741,20","2.029.350.000,00","1,30","9,76%","Energia Elétrica","Energia Elétrica","ELEKTRO ELETRICIDADE E SERVIÇOS S.A. PN","PN"
"MRSL3","3,30","10,25","0,99","0,883","0,00%","0,658","2,37","16,32","6,28","17,74","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%","Tecidos, Vestuário e Calçados","Vestuário","MARISOL ON","ON"
"TRFO3","4,53","10,32","2,58","0,804","0,00%","1,039","4,65","5,52","6,91","5,12","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%","Equipamentos Elétricos","Equipamentos Elétricos","TRAFO ON","ON"
"PATI3","11,50","10,36","0,59","0,267","1,38%","0,254","0,54","6,42","1,67","8,27","4,17%","2,06%","2,84","7,07%","5,69%","348,30","340.460.000,00","0,89","8,90%","Siderurgia e Metalurgia","Artefatos de Ferro e Aço","PANATLANTICA ON","ON"
"BESP3","330,00","10,38","2,47","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%","","","BANESPA ON","ON"
"SULA11","17,75","10,41","1,33","0,413","2,60%","0,323","0,93","56,17","-8,00","-38,64","0,74%","3,98%","1,93","1,42%","12,81%","17.878.200,00","5.248.210.000,00","0,21","11,60%","Previdência e Seguros","Seguradoras","Sul America UNT N2","UNT N2"
"ITSA4","11,33","10,42","1,71","18,039","5,12%","1,386","19,19","609,18","-59,59","614,49","2,96%","173,80%","2,66","0,24%","16,36%","186.690.000,00","49.653.000.000,00","0,09","-3,96%","Financeiros","Bancos","ITAÚSA PN N1","PN N1"
"TCOC4","27,20","10,43","1,26","1,558","0,00%","0,915","2,65","10,14","3,07","7,89","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%","","","TELE CENTRO OESTE CELULAR PARTICIP. S/A PN","PN"
"CLSC5","39,01","10,50","0,72","0,234","0,00%","0,164","-5,76","4,43","-0,53","2,86","5,29%","2,23%","0,94","4,58%","6,90%","0,00","2.078.060.000,00","0,28","8,32%","Energia Elétrica","Energia Elétrica","CELESC PNA N2","PNA N2"
"BRSR6","15,06","10,51","0,93","0,000","4,54%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","8,88%","16.157.500,00","6.599.870.000,00","0,00","4,15%","Financeiros","Bancos","BANRISUL S/A PNB","PNB"
"UGPA4","27,10","10,57","1,68","0,197","0,00%","0,614","1,94","5,88","-5,76","8,32","3,35%","1,88%","2,51","14,86%","15,88%","0,00","8.985.630.000,00","1,38","8,01%","Holdings Diversificadas","Holdings Diversificadas","ULTRAPAR PARTICIPAÇÕES SA PN","PN"
"CSNA3","10,25","10,60","1,76","0,870","0,00%","0,314","2,12","8,12","-0,59","22,33","10,72%","8,51%","2,24","4,58%","16,64%","91.101.500,00","8.061.980.000,00","3,76","-1,07%","Siderurgia e Metalurgia","Siderurgia","CSN ON","ON"
"SULA3","6,05","10,64","1,36","0,422","2,54%","0,330","0,95","57,44","-8,18","-37,37","0,74%","3,98%","1,93","1,42%","12,81%","1.581,77","5.248.210.000,00","0,21","11,60%","Previdência e Seguros","Seguradoras","Sul America ON N2","ON N2"
"TRFO4","4,70","10,70","2,68","0,835","0,00%","1,078","4,82","5,73","7,17","5,33","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%","Equipamentos Elétricos","Equipamentos Elétricos","TRAFO PN","PN"
"COCE5","53,90","10,77","1,71","0,970","3,70%","0,829","-42,55","8,24","-3,96","10,01","11,77%","9,01%","0,94","11,45%","15,90%","1.057.000,00","2.450.780.000,00","0,41","11,49%","Energia Elétrica","Energia Elétrica","CIA ENERG CEARA - COELCE PNA","PNA"
"BESP4","344,00","10,82","2,57","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%","","","BANESPA PN","PN"
"CRIV4","4,65","10,86","0,58","0,000","7,75%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,38%","10.448,30","820.101.000,00","0,00","4,72%","Financeiros","Soc. Crédito e Financiamento","ALFA FINANCEIRA PN","PN"
"SULA4","6,19","10,89","1,39","0,432","2,49%","0,338","0,98","58,77","-8,37","-36,04","0,74%","3,98%","1,93","1,42%","12,81%","1.455,70","5.248.210.000,00","0,21","11,60%","Previdência e Seguros","Seguradoras","Sul America PN","PN"
"CGAS3","50,49","10,95","2,61","1,260","8,43%","0,776","9,74","5,93","-2,31","7,76","21,26%","11,51%","1,28","21,30%","23,88%","254.397,00","2.510.860.000,00","1,58","-2,68%","Gás","Gás","COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON","ON"
"CSMG3","43,58","11,02","0,90","1,351","3,17%","0,506","9,74","5,90","-1,84","8,76","22,91%","12,26%","1,46","9,21%","8,18%","18.147.900,00","6.131.780.000,00","0,54","2,45%","Água e Saneamento","Água e Saneamento","COPASA MG ON","ON"
"MOAR3","143,80","11,02","1,32","1.679,400","6,93%","1,067","5,10","-296,88","9,74","-228,88","-565,68%","15.361,50%","3,24","-0,50%","12,00%","834.794,00","1.332.600.000,00","0,04","3,56%","Holdings Diversificadas","Holdings Diversificadas","MONTEIRO ARANHA ON","ON"
"MRVE3","13,98","11,03","1,17","1,442","4,58%","0,470","1,34","10,23","-73,00","13,70","14,10%","13,50%","2,60","5,04%","10,60%","39.716.300,00","5.308.660.000,00","0,56","2,74%","Construção e Engenharia","Construção Civil","MRV ON NM","ON NM"
"GRNL4","470,00","11,09","1,07","7,231","0,00%","0,975","8,04","-64,72","15,01","-63,22","-11,17%","65,19%","4,35","-1,65%","9,69%","0,00","93.104.000,00","0,05","21,48%","Alimentos","Grãos e Derivados","GRANÓLEO S/A PN","PN"
"ELUM3","36,00","11,12","1,50","0,940","0,00%","0,886","2,31","14,76","2,51","10,02","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%","Siderurgia e Metalurgia","Artefatos de Cobre","ELUMA ON","ON"
"RIPI3","48,01","11,23","-28,94","-7,449","0,00%","7,092","-59,55","-8,79","6,04","-9,31","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","REFINARIA DE PETRÓLEO IPIRANGA SA ON","ON"
"RIPI4","48,50","11,35","-29,24","-7,525","0,00%","7,164","-60,16","-8,88","6,10","-9,40","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%","Petróleo, Gás e Biocombustíveis","Exploração e/ou Refino","REFINARIA DE PETRÓLEO IPIRANGA SA PN","PN"
"CGAS5","52,60","11,41","2,72","1,313","8,90%","0,808","10,15","6,18","-2,41","8,01","21,26%","11,51%","1,28","21,30%","23,88%","5.722.940,00","2.510.860.000,00","1,58","-2,68%","Gás","Gás","COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS","PNAS"
"EBCO4","1,00","11,46","0,80","0,330","0,00%","0,351","50,21","8,51","-14,31","8,26","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%","","","EMBRACO PN","PN"
"TEMP3","4,15","11,64","4,92","0,980","0,00%","2,014","9,98","10,60","19,39","9,55","9,25%","8,42%","1,41","34,49%","42,27%","0,00","135.736.000,00","0,23","-13,11%","Saúde","Serviços Médico - Hospitalares, Análises e Diagnósticos","TEMPO PART ON","ON"
"TAEE11","22,80","11,64","1,86","6,746","7,79%","0,935","7,30","8,89","-4,13","12,65","75,90%","57,94%","1,90","10,64%","15,95%","29.454.500,00","4.228.110.000,00","0,81","-1,59%","Energia Elétrica","Energia Elétrica","TAESA UNT","UNT"
"ENMT4","8,51","11,80","0,96","0,509","1,74%","0,342","-39,84","3,84","-0,83","6,73","13,26%","4,31%","0,96","10,16%","8,16%","58,02","1.880.890.000,00","0,85","11,66%","Energia Elétrica","Energia Elétrica","ENERGISA MT ON","ON"
"EALT3","23,00","11,82","0,72","0,413","0,00%","0,208","1,71","-11,79","-0,57","-19,14","-3,50%","3,49%","1,54","-1,85%","6,10%","1.131,59","71.768.000,00","0,47","-9,29%","Máquinas e Equipamentos","Máqs. e Equips. Construção e Agrícolas","ELECTRO AÇO ALTONA S/A ON","ON"
"EBCO3","1,05","12,03","0,84","0,346","0,00%","0,368","52,72","8,94","-15,02","8,68","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%","","","EMBRACO ON","ON"
"SOND3","34,80","12,06","1,59","-3,337","0,00%","1,116","2,55","5,49","3,28","4,37","-60,81%","-27,46%","3,19","26,59%","13,20%","0,00","53.701.000,00","0,00","-7,07%","Construção e Engenharia","Engenharia Consultiva","SONDOTECNICA S/A. ON","ON"
"TEND3","17,20","12,10","0,85","1,412","0,00%","0,484","1,00","7,39","2,00","6,01","19,11%","11,50%","3,55","8,17%","7,05%","7.405.790,00","1.088.600.000,00","0,16","27,37%","Construção e Engenharia","Construção Civil","Tenda ON NM","ON NM"
"GRND3","26,77","12,17","2,72","3,811","4,71%","2,466","3,55","18,20","3,63","15,11","20,93%","31,50%","10,19","25,41%","22,32%","11.029.900,00","2.964.980.000,00","0,04","0,59%","Tecidos, Vestuário e Calçados","Calçados","GRENDENE SA ON","ON"
"MAGG3","40,42","12,19","1,07","0,614","6,76%","0,341","2,11","5,44","-1,12","10,07","11,28%","5,06%","1,76","7,92%","8,77%","2.897.980,00","1.923.600.000,00","1,30","8,71%","Materiais Diversos","Materiais Diversos","MAGNESITA REFRATÁRIOS ON","ON"
"CSRN6","14,02","12,29","2,79","1,196","8,17%","0,951","-9,64","8,84","-2,21","12,34","13,53%","9,74%","0,70","12,51%","22,69%","0,00","845.192.000,00","1,24","8,44%","Energia Elétrica","Energia Elétrica","COSERN PNB","PNB"
"AMPI3","55,00","12,41","2,74","0,247","0,00%","0,177","5,68","0,98","-0,68","1,99","25,18%","15,11%","1,12","21,22%","22,09%","0,00","240.799.000,00","4,48","14,12%","Energia Elétrica","Energia Elétrica","AMPLA INVEST ON","ON"
"HETA3","4,00","12,44","-0,01","0,793","0,00%","0,241","-0,30","0,93","-0,01","139,65","85,35%","6,37%","0,12","26,06%","-0,05%","0,00","-335.003.000,00","-0,91","-11,95%","Utilidades Domésticas","Utensílios Domésticos","HERCULES S/A ON","ON"
"MPLU3","39,20","12,45","24,87","2,793","8,04%","3,526","34,96","11,04","38,80","8,63","25,29%","22,43%","1,12","292,21%","199,67%","11.604.600,00","255.764.000,00","0,00","10,51%","Diversos","Programas de Fidelização","MULTIPLUS ON NM","ON NM"
"ITUB3","39,13","12,47","2,13","0,000","4,67%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,12%","4.778.000,00","120.679.000.000,00","0,00","9,26%","Financeiros","Bancos","ITAUUNIBANCO ON N1","ON N1"
"MTSA4","16,97","12,59","0,72","0,710","3,24%","0,490","1,16","25,71","1,24","20,71","2,76%","5,63%","2,45","2,85%","5,71%","152.308,00","215.440.000,00","0,32","-2,47%","Máquinas e Equipamentos","Máqs. e Equips. Construção e Agrícolas","METISA PN","PN"
"TMGC7","800,01","12,68","1,63","1,164","0,00%","1,120","6,77","17,85","11,96","16,52","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%","Telefonia Móvel","Telefonia Móvel","TELEMIG CELULAR PNC","PNC"
"CARD3","10,90","12,73","2,17","0,983","3,10%","1,251","-391,76","8,41","-8,92","9,05","11,69%","7,72%","0,99","17,20%","17,07%","2.433.050,00","209.704.000,00","0,28","8,58%","Serviços","Serviços Diversos","CSU CARDSYST ON NM","ON NM"
"BBAS3","37,00","12,94","1,33","0,000","2,23%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,28%","267.163.000,00","79.741.800.000,00","0,00","1,11%","Financeiros","Bancos","BANCO DO BRASIL S.A. ON","ON"
"PSSA3","38,24","12,95","1,74","0,754","5,07%","0,475","2,57","0,96","42,84","0,19","78,91%","5,80%","1,33","80,34%","13,43%","21.350.300,00","7.104.430.000,00","0,00","61,46%","Previdência e Seguros","Seguradoras","PORTO SEGURO SA ON","ON"
"AVIL3","0,93","12,97","4,16","2,338","0,00%","2,227","3,89","10,00","9,02","9,40","23,38%","18,01%","5,14","40,99%","32,03%","0,00","1.106.590.000,00","0,52","1,74%","Siderurgia e Metalurgia","Siderurgia","ACOS VILLARES ON","ON"
"EALT4","25,29","12,99","0,79","0,454","0,00%","0,229","1,88","-12,96","-0,63","-20,31","-3,50%","3,49%","1,54","-1,85%","6,10%","12.961,60","71.768.000,00","0,47","-9,29%","Máquinas e Equipamentos","Máqs. e Equips. Construção e Agrícolas","ELECTRO AÇO ALTONA S/A PN","PN"
"DXTG4","3,68","13,02","1,32","0,675","0,00%","0,689","2,44","6,26","7,48","6,33","10,78%","6,60%","2,77","12,31%","10,10%","0,00","768.999.000,00","0,04","8,30%","Embalagens","Embalagens","DIXIE TOGA PN","PN"
"WSON33","41,01","13,03","1,74","1,854","4,03%","0,877","13,80","8,44","-2,78","11,22","21,97%","14,39%","1,55","11,95%","13,35%","1.519.900,00","1.677.750.000,00","0,72","3,49%","Transporte","Serviços de Apoio e Armazenagem","Wilson Sons DR3","DR3"
"SFSA4","4,40","13,10","0,82","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%","Financeiros","Bancos","Sofisa PN N1","PN N1"
"GETI3","14,45","13,19","3,44","1,916","0,00%","1,314","-15,63","6,98","-3,19","8,20","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%","Energia Elétrica","Energia Elétrica","AES TIETE SA ON","ON"
"GETI4","14,46","13,20","3,44","1,917","0,00%","1,315","-15,64","6,99","-3,20","8,20","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%","Energia Elétrica","Energia Elétrica","AES TIETE SA PN","PN"
"EGIE3","36,95","13,30","3,37","3,678","7,38%","1,628","16,97","8,83","-5,18","9,46","41,67%","27,67%","1,89","21,28%","25,37%","35.265.400,00","7.147.740.000,00","0,45","5,66%","Energia Elétrica","Energia Elétrica","ENGIE BRASIL ON","ON"
"BAZA3","27,00","13,76","0,40","0,000","2,34%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","2,94%","23.301,30","1.977.390.000,00","0,00","36,19%","Financeiros","Bancos","BANCO DA AMAZONIA S.A. ON","ON"
"VALE5","29,64","13,83","1,17","1,581","3,58%","0,483","5,12","4,07","-1,30","5,96","38,85%","11,50%","1,88","13,15%","8,49%","210.921.000,00","133.885.000.000,00","0,69","-0,16%","Mineração","Minerais Metálicos","CVRD PNA N1","PNA N1"
"TRPN3","4,00","13,91","3,71","3,525","2,86%","2,987","3,73","10,85","3,75","7,91","32,49%","25,35%","5,22","151,09%","26,65%","176.655,00","47.613.000,00","0,00","-16,01%","Holdings Diversificadas","Holdings Diversificadas","TARPON INV ON NM","ON NM"
"ARCE3","54,00","14,01","2,60","2,461","0,00%","1,726","11,33","8,89","102,03","9,07","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%","","","BELGO ON N1","ON N1"
"TIET3","2,87","14,19","3,47","3,599","7,57%","1,096","15,09","8,09","-3,42","9,28","44,50%","25,37%","1,25","22,33%","24,44%","146.686,00","1.628.360.000,00","1,48","-37,07%","Energia Elétrica","Energia Elétrica","AES TIETE E ON N2","ON N2"
"TIET11","14,39","14,23","3,48","3,609","7,55%","1,099","15,14","8,11","-3,43","9,30","44,50%","25,37%","1,25","22,33%","24,44%","16.366.800,00","1.628.360.000,00","1,48","-37,07%","Energia Elétrica","Energia Elétrica","AES TIETE E UNT N2","UNT N2"
"ITUB4","44,68","14,24","2,44","0,000","4,09%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,12%","387.555.000,00","120.679.000.000,00","0,00","9,26%","Financeiros","Bancos","ITAUUNIBANCO PN N1","PN N1"
"TIET4","2,88","14,24","3,48","3,612","7,55%","1,100","15,15","8,12","-3,43","9,31","44,50%","25,37%","1,25","22,33%","24,44%","805.458,00","1.628.360.000,00","1,48","-37,07%","Energia Elétrica","Energia Elétrica","AES TIETE E PN N2","PN N2"
"TMGC11","900,00","14,26","1,83","1,309","0,00%","1,260","7,62","20,08","13,46","18,75","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%","Telefonia Móvel","Telefonia Móvel","TELEMIG CELULAR PNE","PNE"
"BBDC3","34,86","14,38","1,99","0,000","1,74%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,87%","40.062.300,00","106.808.000.000,00","0,00","11,15%","Financeiros","Bancos","BANCO BRADESCO S.A. ON N1","ON N1"
"TNCP4","182,60","14,42","2,49","3,091","0,00%","1,696","52,65","11,85","-22,30","11,88","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%","Telefonia Móvel","Telefonia Móvel","AMAZÔNIA CELULAR PN","PN"
"DOHL4","5,68","14,54","0,66","0,787","0,00%","0,520","1,27","16,61","1,92","13,49","4,74%","5,42%","6,83","3,64%","4,52%","3.331,77","523.456.000,00","0,02","6,06%","Tecidos, Vestuário e Calçados","Fios e Tecidos","DOHLER PN","PN"
"SANB4","12,99","14,59","1,60","0,000","6,74%","0,000","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","10,97%","204.465,00","60.836.100.000,00","0,00","3,61%","Financeiros","Bancos","SANTANDER PN","PN"
"TNCP3","184,85","14,59","2,52","3,129","0,00%","1,717","53,30","12,00","-22,58","12,03","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%","Telefonia Móvel","Telefonia Móvel","AMAZÔNIA CELULAR ON","ON"
"KSSA3","5,33","14,66","1,40","0,916","0,00%","0,406","1,72","5,62","6,73","12,30","16,31%","8,42%","1,47","7,67%","9,58%","0,00","553.026.000,00","1,80","40,68%","Construção e Engenharia","Construção Civil","KLABINSEGALL ON NM","ON NM"
"CIEL3","21,73","14,70","5,53","4,996","3,21%","0,738","9,47","13,34","-27,20","14,59","37,44%","35,56%","1,11","19,21%","37,64%","154.182.000,00","10.673.200.000,00","0,77","20,16%","Serviços Financeiros Diversos","Serviços Financeiros Diversos","CIELO ON NM","ON NM"
